App,User,Date,Score,Review_ID,Review,Version,Reply
OneNote,Diego Felipe Mesquita,2025-06-15 03:13:58,4,e89c838b-ddc6-4e11-ae9d-a6b2709b6ac1,Sometimes it takes a long time to sync. But it works fine in the end.,16.0.18730.20110,
OneNote,Oki,2025-06-15 02:26:09,3,32621f97-2efa-449f-8b09-8d9f14753b15,please give us ability to create a note widget on our phone homescreen that looks like a sticky note on desktop,16.0.18730.20110,
OneNote,Kb Kazi,2025-06-15 02:21:21,4,b352bb8e-080a-4cbf-8447-87ff98544000,A good space to keep records safely.,16.0.18730.20110,
OneNote,Larry EUBANKS,2025-06-15 02:18:07,5,b2675dd7-d351-487c-ba5c-de32413a21ec,This makes keeping school work together and all in one place.,16.0.18730.20110,
OneNote,NEERAJ ARYA,2025-06-15 01:26:07,5,5b3afcad-6b1b-422f-8b76-041e4d3d489a,nice app,16.0.18730.20110,
OneNote,ujwala k,2025-06-15 01:02:33,5,2241df78-8b8d-465c-8d3f-74a3b9ac62b9,Great tool to keep things in one place. cutting edge advantage is the provision of enough room for hierarchy creation and data discrimination. Keep saving!!,16.0.18730.20110,
OneNote,Victor Jumbo,2025-06-15 00:42:40,5,b5e3d883-3ec2-4b83-9104-51c95706ff12,it's user friendly and completely free. Way better than notion,16.0.18730.20110,
OneNote,Jane M,2025-06-14 21:03:13,1,5e162270-2309-4f72-9383-4da314437aee,Annoying keeps deleting anything I write ✍🏿 just vanish just like that 🙄😕,16.0.18730.20110,
OneNote,캼벨켈런,2025-06-14 20:32:44,1,6f048679-39df-4eec-8de2-2fad9d8d10c3,"I love the program, but I kind of hate the app. For some reason, maybe once a month or so, it's a bit random, I will open the app, and then the app will close, not even two seconds later. The only solution I've found is to uninstall the app and then re-install it. Which isn't a huge inconvenience, just frustrating at times. (Edit): Took away a star because it happened again.",16.0.18730.20110,
OneNote,Leanne Connell,2025-06-14 18:39:34,1,c0951f70-99c2-4d0d-b6b1-df7c1ea7f8b1,"was fine until latest update now won't open any notes at all,keeps crashing can't open file",16.0.18730.20110,
OneNote,Kaly Reveco,2025-06-14 18:11:52,5,6ff620f9-400d-4a3e-9ee3-a30bc8b1970c,"when you learn how to use it, it's the most amazing app for everything",16.0.18730.20110,
OneNote,Radu-Adrian Rîmniceanu,2025-06-14 17:02:22,1,ebe5ca06-451b-45ca-8096-196f49ee2173,"I would love to make this my primary note-taking app. However, as a person who speaks 3 languages, the autocorrect is a dealbreaker for me. The stupidest thing Microsoft has ever done and forever killed this app is removing the ""disable autocorrect"" feature.",16.0.17531.20162,
OneNote,ms singh,2025-06-14 16:12:25,4,48c5a0b0-bf84-4b27-b872-47cde97d2066,Happy to use it free but it need more features,16.0.18730.20110,
OneNote,Dana Demopolis,2025-06-14 15:49:36,5,e74ffd54-bdf9-4054-9cb9-e1dd3675f204,awesome to keep me organized and to collaborate,16.0.18730.20110,
OneNote,Haytham Faisal,2025-06-14 15:17:37,3,b3352e85-cf32-4822-9723-02ff7fe0a7e6,"There is a reoccurring problem when adding a note using the badge. When I click on the bage and then I press the badge again to save the note, a message appears Add to Onenote failed Can't add content to Onenote. Please pick a different location. When I press ok, the note (in the floatie badge) reappears, and when I press to save this time, it saves normally. This keeps occuring over and over, even with the latest update. It isn't a groundbreaking problem, but it is quite tiresome.",16.0.18730.20110,
OneNote,Mark Smith,2025-06-14 14:51:04,1,f1b03b61-8cc9-4418-a61e-521d0521e2e5,"After the last update, app won't launch. Tried to add widget to android and phone stuck in endless loop trying to launch.",16.0.18730.20110,
OneNote,Chris Machin,2025-06-14 14:02:26,1,daa8c216-d20f-48a7-b677-1505f423d1aa,"fails to sync anything, it only shows deleted notes and notebooks which I can't open or delete. I don't expect Microsoft to care. Using Google keep.",16.0.18730.20110,
OneNote,Mukunda Choudhury,2025-06-14 11:36:46,5,c34c2110-8b90-462a-99ea-9e749818ca66,This is remarkable app.,,
OneNote,Kevin Bennett,2025-06-14 09:37:34,5,3f89239d-5cb7-41cb-b871-797364bd8b37,best notes I've ever used so far and I used like three or four different apps,16.0.18730.20110,
OneNote,Yvonne,2025-06-14 08:04:12,5,b2fcde28-4762-46e9-b6eb-81b48a2e7bf7,"I have found it beneficial to collateral my questions to ask Meta, cos' I'm creating an environment to save the total conversation.",16.0.18730.20110,
OneNote,Dani Eljamal,2025-06-14 07:37:47,5,c941fe55-2061-4369-8997-0f091dd39214,very good,16.0.18730.20110,
OneNote,Rebecca Koussa,2025-06-14 04:10:14,5,36413542-cd97-45b0-b962-676d00e3942e,love it,16.0.18730.20110,
OneNote,Mia Moore,2025-06-14 03:50:46,5,fca29733-5726-453c-89c2-a92d2148e7e3,"it is a useful tool for taking notes but somehow on my Samsung phone, I can't open my clipboard. Please fix this or tell me what should i do. Why is the clipboard feature not available in OneNote but fine in other apps?",16.0.13426.20258,
OneNote,Rinku Behera,2025-06-14 02:48:06,1,c88c094b-9d95-45e3-8b02-b8d8c0422c58,I will give only one star because it does not support Odia text and Odia language... google keep is best.... I can't believe Microsoft's product is so bad 🥺😞,16.0.18730.20110,
OneNote,Danish Chaglani,2025-06-14 01:03:07,5,3403eef7-ceba-49fc-9d4d-d62f89ed29a8,it is fantastic,16.0.18730.20110,
OneNote,Sushma Goud,2025-06-13 23:56:28,5,3fcd79b2-2cc1-40a8-bdb9-f87595c55d3b,superb,16.0.18730.20110,
OneNote,Judith,2025-06-13 23:53:17,5,2ca19b78-538a-421b-97ca-eade3e7b583c,Thank you,16.0.18730.20110,
OneNote,Julie Peiler,2025-06-13 23:48:27,5,564b2f1e-4cc4-4217-841e-fa03c287ca27,Expanding research with OneNote's extravaganza of software.,16.0.18730.20110,
OneNote,Bhagyashree Pharande,2025-06-13 23:18:05,5,f1e7ecce-1355-40da-b63f-6127a6dd3c42,excellent 👌,16.0.18730.20110,
OneNote,chinna messi,2025-06-13 22:32:17,1,f1ff2490-259c-4175-a607-4f671bdc587c,could not work waste app,16.0.18730.20110,
OneNote,Wayne,2025-06-13 21:41:17,5,818cf8e5-4979-4e58-b986-72d3ab83dc28,easy to navigate,16.0.18730.20110,
OneNote,Atul Chauhan,2025-06-13 18:39:38,5,ccf2e06c-21d0-4c97-af56-0aebe4c12e3a,"Features, particularly the degree of freedom concerning the task for which it is Deigned.",16.0.18730.20110,
OneNote,Giovanni Massimo Mandarino,2025-06-13 17:53:59,5,259521e4-a7b1-4298-9bd2-dca83c65db2b,Great application for work and for personal use,16.0.18730.20110,
OneNote,hamza jawed,2025-06-13 16:33:59,5,0062622c-cfdb-41b7-9fef-10f45de0bb64,best platform for all your notes,16.0.18730.20110,
OneNote,Claude Straley,2025-06-13 14:49:09,5,7c26d2d2-48c7-4033-8855-d291dbf7b1aa,Excellent!,16.0.18730.20110,
OneNote,Hale Pierce,2025-06-13 13:51:24,3,8868b34e-4e92-4faa-90d3-ab61e655cc8b,"it's my word processing app of choice, but it would be so much better if it had a word count function and if the search function worked. the page/notebook navigation section is useless compared to the desktop version.",16.0.18730.20110,
OneNote,G. Divya Reddy,2025-06-13 13:32:02,4,1b081f26-a7aa-4593-8b88-5d1b1f1c20da,It is one of the best app for today's AI technology it is very useful,16.0.18730.20110,
OneNote,Ethan,2025-06-13 11:28:35,4,e25d8d7e-cf8b-43f8-bb2d-516f3ad204df,gud,16.0.18730.20110,
OneNote,veni pramana,2025-06-13 05:54:06,5,0c70b4d3-a4a9-481b-a629-b14d8d4f0aa3,sync is easy,16.0.18730.20110,
Notion,Shahariar Kabbo,2025-06-15 13:53:17,5,e9601e5d-2ecf-40fa-869f-2837b8ca5182,Best for a trading journal.,0.6.3063,
Notion,Pog,2025-06-15 12:48:55,3,f3f66962-a71f-4e95-bdaf-c3c4b5f496b7,"c,entered text centrred text p,LEASE CENTERED TEXT CENTER",0.6.779,
Notion,miu miu,2025-06-15 11:52:46,2,ca8ce79f-cc4e-49b2-b041-f38faf44ab8e,i updated my notion up yesterday expecting something new from the app but as i used it the app keeps lagging.,,
Notion,Shawn Gray,2025-06-15 07:48:30,5,3133be04-eb16-4744-934a-181e0dc51e80,I like being able to keep track of all my notes and share my projects with my wife,0.6.3063,
Notion,JrP,2025-06-15 06:48:05,1,5f71b31b-a090-4e0f-ab6c-8620863cdc13,don't support Arabic language (typing from right to left),,
Notion,Ditha,2025-06-15 06:38:30,5,339f5334-3a81-435a-8ba6-f79d75376c82,"Really handy for note taking! I do have feedbacks. 1. Much easier if LaTEX equation can be recognized, especially when pasting equations, without having to always assign it as Inline Equation. 2. Wonder if there is ""Read out loud"" feature, because its often easier to study by listening to the notes.",0.6.3063,
Notion,Prateek Gupta,2025-06-15 03:54:55,5,aee5160f-4a50-4327-aead-e3ae5084c167,"Just love it. I don't know why, but Notion always knows what user wishes for. I'm not power user but use it for personal management.",0.6.3063,
Notion,Paul Goosen,2025-06-15 02:29:27,5,7c3464d6-b80e-49da-81e4-bb3095ef6075,"I love the relational databases, not sure what I would do without them. Linking different parts of my life together.",0.6.2875,
Notion,julian onate,2025-06-15 02:08:52,5,e219ca81-6fe0-4e75-9619-f5a12291c9a0,excellent for content creation and personal development,0.6.3063,
Notion,Extreme Gamerz,2025-06-15 01:06:04,4,bdd140ed-4422-46ef-ae70-8c3bd9fb5507,Nice app but slightly complicated,,
Notion,larnee jill,2025-06-14 22:15:02,3,64b67f5e-182d-47c2-83a7-fe9cedefef52,"This has been wonderful on the desktop, but as soon as I open the mobile app—horrible. I can understand why the android notion app looks the way it does in terms of layout, but man, it is so annoying! It’s quite frustrating when I’m on the go and want to make quick and small adjustments on my phone, because one wrong swipe, and the entire layout is wrecked. Please focus on fixing these inconveniencing issues on the mobile app.",0.6.3063,
Notion,efah naqilah,2025-06-14 20:40:10,5,5d2675c4-2ac8-4121-8063-0e691f6bda15,"useful app for my journal, and reflection and I believe alot more",0.6.3063,
Notion,AmeliaMG,2025-06-14 15:05:03,5,30639c9d-c25e-4c46-9930-d3560543c879,"I use this app on a daily basis. It is easily the most important app of my life. If I had to choose just one app to use 'till I die, it'd be Notion. Thank you to the Notion team for creating this amazing productivity app.",0.6.3063,
Notion,Luna Bhattarai,2025-06-14 13:22:44,4,f225d0ef-150b-421c-9d1d-13d34cff6fe8,I dislike the new update.,0.6.3063,
Notion,pp pp,2025-06-14 12:21:53,1,3e2158d8-f84c-4fb6-922c-de5de02b7e92,i didn't understand the actual use of app. it doesn't support print in pdf. useless for notes,0.6.3063,
Notion,Dave Mathias,2025-06-14 10:29:40,5,048ed553-6f11-4452-97e8-8fc3d996fadf,Everything for work and second brain app - love it!,0.6.3063,
Notion,Kenneth Martin Requiso,2025-06-14 07:59:27,5,81a4c330-a834-4b65-9be2-cda5325780cb,Very friendly to its free users. The 5MB code size limit is feasible for small projects.,0.6.3063,
Notion,Sam Tuke,2025-06-14 06:56:15,3,51547115-da5f-4c15-958d-e1cb41f869b8,Ok for reading. not good for writing.,0.6.3063,
Notion,Rama Aditya,2025-06-14 05:44:05,5,69f15a6d-0cc6-4425-b076-63deddd4cd84,"Really helpful for me to manage note and separte note, then make sub page in the page not only that, making table and database is so really useful to note so many data 👍🏼",0.6.3063,
Notion,Thanh Nhan Nguyen,2025-06-14 02:50:45,5,3e5e1150-a17d-46d8-9de2-e279febbbb4e,Best app to build your second brain.,0.6.3063,
Notion,Mahnur Habib,2025-06-13 23:58:01,5,d9b0c45b-cd07-41e0-b21b-5c6e027b942e,"it's heaven for my neuro divergent brain, who was sick of keeping track of 20 physical notepads.",0.6.3039,
Notion,Hatim Rampurawala,2025-06-13 23:47:25,5,5f32d454-56c1-44f2-93e0-14665d81c04f,originally i gave notion 3 stars because at that time it lacked some QOL functionality. but now it is the best productivity app for me. I am certainly impressed by the way the team has continued to make the mobile and desktop app better and better. cheers guys.,0.6.3063,
Notion,FeiLimo TrAshie,2025-06-13 22:36:57,5,1c9c19f5-3bf4-4b57-ab33-927f73eaa061,I love this,0.6.3063,
Notion,GOD,2025-06-13 21:55:01,1,822d7179-a812-428a-b351-e22b495365bb,"Can collaborate. Can create and insert tables and many other elements. Can sort and pin notes to top. For personal use, an account cannot be created without first creating MS, Google, or Apple account to login with one of those accounts. They provide OneNote and Keep and Notes. Keep is simple but seems good.",,
Notion,Mara,2025-06-13 17:15:51,3,555e44ba-5f2e-44e8-9a4b-8fd6ac839f60,"The app is good functionality wise. But it's insane to me that going to and from a note takes multiple seconds and complete reloads. Just keep some things in memory, it's 2025. It makes it impossible to quickly just check out a couple of notes. Each one takes a long time to load, plus you lose your scroll position. What gives??",0.6.3063,
Notion,Sajidabdulmajeed58,2025-06-13 14:22:21,5,fbc623ce-7f94-4557-ac72-16e91f857520,Amazing App 👍,0.6.3063,
Notion,D2D EXPRESS,2025-06-13 13:52:28,4,94808c6c-d536-48a6-a4aa-405cfee72fe3,good,0.6.3023,
Notion,Talha Tahir,2025-06-13 13:50:18,4,19488183-00b3-4020-8a36-4155072f8a1f,"it is better than others, but to become the best I'll suggest the notion to add the graph view (just like obsidian apk)",0.6.3063,
Notion,Prime Debargh,2025-06-13 10:57:36,3,eac7d137-36a1-43a9-9c18-c4ab5c41aa24,file open problem,0.6.3063,
Notion,Lupoiu Simona,2025-06-13 10:37:24,1,60a29387-2d08-400c-8365-9ea30dbc204a,1000 lines and then 10$ a month is a ripoff. Too bad,0.6.3063,
Notion,Khairul Gazali,2025-06-13 07:42:32,5,2f5408ee-2947-4b3e-9e2e-7fa6c5784d7c,"Sangat-sangat sukaa dengan update terbaru. ♥️♥️♥️ Tampilannya sangat minimalis, modern dan performanya meningkat. Semoga terus lebih baik. Notion membantu saya dalam menyelesaikan tugas saya sehari-hari.",0.6.3063,
Notion,Ashberry,2025-06-13 05:24:26,1,e28b1a75-eb4f-4aaa-a16b-b6b42442c0a5,"totally dislike this update, dont find options for adding icon, i have to add icon from database list",0.6.3063,
Notion,Menkem 4Man,2025-06-13 03:29:28,5,f9bcc24d-531f-4600-af86-6e68790c1984,it is important for forex trading,,
Notion,Arshiya Madavi,2025-06-13 01:16:15,1,28d5e624-79d5-4000-864d-fcec11d8075f,"The app is so time consuming because it takes a lot of time to set schedules and to-do.The app is so complicated and hard to understand, like even after using chatgpt and the inbuilt AI I wasted almost 2-3 hrs on setting my schedule but still it was of no help.The templates and built in AI are good. AI helps generate a very good schedule but when it comes to editing it according to our preference it is a waste of time.In the era where time=money this app is a complete waste of time.Its absurd.",0.6.3063,
Notion,Robson Romualdo,2025-06-12 21:23:37,5,3dcfe86f-d357-4a02-a4a3-8907d7ba4146,amo. organizo minha vida toda nele,0.6.3063,
Notion,Andy Lee,2025-06-12 20:13:08,3,9b734263-825b-4f9f-bbca-016ce0b95cd9,"Let's get this straight. I like your app. I really do. But this ""shift-enter"" thing for Charts is pissing me off. So, just a few weeks ago, I could just hit regular Enter to change lines within the box of a chart. I was able to use it on mobile too. And today, I can't do that anymore. I thought maybe my phone was glitching, so I checked again on PC. Same result. 💀 Found out that I had to hold shift and then hit Enter. Bruh ☠️ pls fix it so I can actually use it on MOBILE TOO",0.6.3063,
Notion,Noer Rochmawati,2025-06-12 19:07:01,1,dc6593bf-22df-4610-960c-338f574fe759,"I just uninstalled the app from my laptop because instead of copying a database and paste it on the same page, it deleted all pages on my workspace. Now I lost all the progress.",,
Notion,Hasan Shaikh,2025-06-12 12:46:35,4,29095c2f-34ba-4c25-81ad-9709ca808b86,it's just not a todo application this application can change workflow,0.6.3063,
Notion,Saifullah Mishkat,2025-06-12 09:00:59,5,32f1a720-41d6-418a-a765-81a93c9eff13,this is absolutely good,0.6.3063,
Notion,Sead Shemsu,2025-06-12 08:27:36,5,e7fb4fd5-2ccd-43a5-b9f4-56f0691596b2,good app,0.6.3039,
Notion,Pedro Henrique,2025-06-12 08:13:45,1,186dac57-c25b-41cf-8203-b4dac932d896,"i dont like notion. the ui is so sterile there are no colors, everything is locked behind a paywall. i cant do anything because everything is hidden and confusing. i hate it. i spend more time trying to figure it out than actually doing anything. i recommend obsidian instead.",,
Notion,Clavelle Hibaya,2025-06-12 07:10:11,3,3c2e01fc-32e7-41b8-9f2d-c317359d1419,dont like how y'all move the filter on android please bring it back to how it was before,,
Notion,Gerwing Santana Vicente,2025-06-12 06:57:28,5,1a32b05c-de85-4577-8ced-850131ff848a,😮‍💨,0.6.3063,
Notion,MELIORA,2025-06-12 05:13:46,5,43db0ae7-e49e-457b-b4c4-83f46f983744,ใช้จัดระเบียบตัวเองได้,0.6.3039,
Notion,Chika Ezeani,2025-06-12 04:17:57,5,04de68e4-a8d4-4b61-a969-5c0cef5ff379,Great mobile app. I use it to plan and track my activities. It has a very generous free tier. Paid plan comes with AI which you may or may not need. Love it,0.6.3063,
Notion,Raj Kumar,2025-06-12 03:02:38,4,ffc27106-af38-481c-9a22-a5d110451d41,I like using Notion because it helps me to keep the folders organisd.,0.6.3023,
Notion,Krrisshna Sagar,2025-06-12 01:13:42,2,645fd5f8-3d16-4970-85d2-fe89fd8bf4c9,Very Slow App,,
Notion,Pragadeeshwaran T,2025-06-11 23:09:33,4,04e27fe5-6fe8-483d-995c-e616caa10f5c,good 😊 App,0.6.3004,
Notion,Cooper “7” Kalisek,2025-06-11 22:18:58,5,54d75a66-3259-4681-addf-52d6b0978743,Love Notion got a bush push from them,0.6.3063,
Notion,Jawad Chahine,2025-06-11 19:46:51,5,d00eeeb3-c69e-4e1f-a09e-06d0fb639ead,best app I know,0.6.3039,
Evernote,salim albitar,2025-06-15 15:42:59,1,d448ceb9-ee4f-4c71-bf3f-7b1c0f17e5f5,Greedy AF! Sync with only 2 devices is a joke! Not to mention the other greedy stuff they've been doing,10.132.6,
Evernote,indigo blue,2025-06-15 14:48:17,1,de7bdf67-a7c3-41c9-909b-e09e1a47aec9,I tried to open the app using my new smartphone with same simcard but the app won't allow me to log in. I have lost all my data I stored in this stupid app. Not recommending this app.,10.141.1,
Evernote,Matt H,2025-06-15 11:00:36,4,4ae05287-1c73-4192-abb7-892630947809,"Better over time. However does require changing a fair few settings to make it cleaner and more polished. It's still fairly slow compared to other notes apps (and the legacy version), which does impact the overall experience. It would be better if they prioritised efficiency and speed over continually adding new features, especially if they reduce performance. Some small tools are helpful but don't forget it's a notes app after all. I hope the efficiency is improved in future versions.",,
Evernote,Abi Sofyan Ghifari,2025-06-15 10:15:13,1,ebc954de-04ae-4de8-948e-efd7bfe74c29,"What a terrible app. It literally getting more and more terrible everytime it updates. Literally begging you for money in your face everytime you open the app without any additional service offered. You're just a frickin note app!! One time it updated, ask for my credentials, and erased all 15 years worth of notes. A saved Word file is literally better than this garbage.",10.141.1,
Evernote,Samir Mascarenhas Cardoso,2025-06-15 09:36:22,3,c5dc95bb-9dc4-4c82-aa01-2d4a6064fc19,Reminder doesn't work,10.141.1,
Evernote,Dominic Grimm,2025-06-15 07:14:59,1,41c679f8-af0d-487d-897f-b02eb23ab02a,"Die Werbungen sind inzwischen dermassen nervtötend, dass an eine Nutzung der Gratisversion kaum mehr zu denken ist.",10.141.1,
Evernote,Surbhi Bakshi Goel,2025-06-14 12:47:46,1,3380595f-ba3b-4b17-bc58-3510015e60db,it's become so difficult to use. it keeps giving pop ups to upgrade. I'm trying 5ondiwconnect devices to make it work but it doesn't allow me to do either. basically the app is now stuck and out of use unless I upgrade.,10.141.1,
Evernote,Anthony Fetter,2025-06-14 08:56:25,1,1587b79d-1961-459b-b6cd-d6ee423e9dd6,"I used this app for so many years because it was great. A few years ago something happened and it became absolutely terrible. Only allowing one device, the whole point of an app like this is to use it on multiple devices. So now they charge money for it and constantly bombard them with ads. The only reason I use it very rarely now, is for accessing old notes I need. I am reminded how terrible it is each time I need to do this.",10.141.1,
Evernote,Brian Matheson,2025-06-14 07:47:48,5,97e1d084-bf9d-47d1-b923-d26194434c21,"Been using it for years, it is one of my core softwares for running my catering business. Always developing, very customizable, and loops in calendar, task lists, emails, meetings, media, and just a secure place for all your essential info. Shares easily, and useful for linking files and media to notes.",10.140.4,
Evernote,TM216,2025-06-14 03:59:44,1,218fd96b-f870-47e0-8682-f605fdabfe81,"Cool UI, all data is unsecure",10.141.1,
Evernote,Troy Schmitz,2025-06-13 17:43:37,1,4bb9c589-0221-48c4-85fa-6ab02a37a757,"I liked the app at first, then it stopped working. Support is really just what you can find online, when they email you they just reiterate the things you have already tried 10 times. Then they deleted my account and told me to sign up again. They did not warn me of this and now all my very important data is gone and they have stopped responding. DO NOT GET THIS APP.",10.141.1,
Evernote,Subhodeep Saha,2025-06-13 17:27:26,3,7008e28a-3050-4bf1-a88e-2d276036add2,"Decent app, Horrible ADS!!! It outright displays ads on launch featuring pornstars and 3D waifu character apps.",10.121.1,
Evernote,Jack B,2025-06-13 12:51:09,1,17127cda-2338-4a92-bf0f-40e58464acb5,"App is garbage now, so many better and cheaper alternatives",8.13.3,
Evernote,Sebastian W,2025-06-13 12:07:07,1,bb1cd8f7-10be-4b63-a05e-d50893d6b063,"Tried to access, when asking for code from the authenticator app is refusing to use the code. Contacted customer service but is completely ignorance there no any reply. Think before you download.",10.141.1,
Evernote,saurav,2025-06-13 11:17:08,2,3fb92323-41c8-4b79-ba74-a43420b401ab,Such a slow app for such premium price,10.141.1,
Evernote,Yamu Aryal,2025-06-13 10:59:50,1,2c41648f-576e-41d3-87a4-70edc11d84f5,Can't use without paying now.,10.136.3,
Evernote,Vinay M,2025-06-13 08:00:48,1,337b54f1-72ec-4c3a-a78a-d09d9e0c7565,Very UnSecure App. App Access passord has been leaked online. Unable to reset passowrd now. Too many add prompt makin it even more difficult to use app. Is it Chineese built App..?,10.104.1,
Evernote,Down Easy,2025-06-13 04:49:57,1,8dc53ee9-31d4-4f7f-81d5-dd9db4ff87f4,Slow plus has different limitations in limit of creating notes.,10.139.1,
Evernote,PAWAN CHOUDHARY,2025-06-13 00:32:10,1,417a034f-572b-4397-b05f-f1b0fe0ddf54,worst app ever used that's all.,10.141.1,
Evernote,Reuel Warkov,2025-06-12 19:05:53,1,044c0feb-4bff-42ed-9bd7-e1b141796b8d,cant cancel my subscription,10.141.1,
Evernote,Bill Hines,2025-06-12 12:50:00,1,98dbee48-d215-4b99-8c71-ec433a88c01c,I am having trouble with the app. I sent an email about 3 weeks ago and also filled out a service request about 10 days ago. Absolutely zero response.,,
Evernote,SAM,2025-06-12 11:59:25,1,a1b61e12-14f3-407f-96e2-87917f7e7157,"terrible. used to be great but it's now buggy and full of annoying pop ups. now I can't even sign in because I was logged out randomly and even after resetting my password, I can't sign in without a non-existent 2FA code. terrible.",10.140.4,
Evernote,Hasan Yılma Sezer,2025-06-12 08:45:04,1,a811cf1e-b2ac-42fe-8fd5-92daa3b9a7c1,It keeps closing on its own. It is really hard to use it on the tablet. I am a bit frustrated!,10.141.1,
Evernote,Isleifur Gislason,2025-06-12 08:11:33,3,9d7c3810-7c70-4e32-b18b-e03ed2449abf,works only on one devise unless you pay.,10.141.1,
Evernote,Anton Korotkov,2025-06-12 05:23:35,2,6a543edf-45dc-45b8-88ac-e8a2a5939212,"The service was bad, but now we've hit rock bottom — it just got even worse For example, text editor never allowed to remove whole words other than in English (it removes the word after it as well). Notes search is only case sensitive in Russian (really?). But now, we've hit rock bottom: when copying from MS Word and pasting into Evernote on web, it inserts line break in each line that were not there before.",10.140.4,"We’re very sorry to hear about your experience, Anton. If you find the issue persists after updating to 10.45, please reach out to us at appreviewhelp@evernote.com from the email address associated with your account - we’ll be happy to help."
Evernote,Daniel,2025-06-12 03:43:28,1,e144598a-98f5-4a09-a6ee-4ca7ed241b22,"The Android app always asks me to confirm my email, if i click confirm the dialogue still shows up, if i click update email the network encounters an error. Have been using it for years for free and wanted to move to paid subscription once i get a stable income, but what they do with the monetization recently sickens me. Now i will be having some headache trying to move my 5000+ notes to another app. Thank you Evernote, you were great.",8.13.3,
Evernote,Anastasiya D,2025-06-12 02:31:35,1,c598117a-ee6f-4ba4-9116-db5e759c6001,"UPD относительно отзыва 2015 года : невозможно пользоваться, ограничения появились сначала на кол-во устройств (=невозможно открыть с ноутбука), теперь ограничение в 50 заметок, не все блокноты видны, и никакой возможности выгрузки своих данных, которые теперь непонятно как спасти. 2015: Для жизни и для работы. Не сразу поняла как правильно использовать, но вот уже больше двух лет сворачиваю с ним горы. Так же годится для распределения задач в команде. Разработчики, спасибо!",10.141.1,
Evernote,Ryan Murphy,2025-06-11 20:53:32,5,879bd089-3542-4113-b332-9c7f2ec65f72,great,,
Evernote,Maha M.,2025-06-11 12:20:51,1,b3a51a9f-2c3a-4961-9dfe-a7cd9458e96e,I can't login and i changed password many more times and i still have message incorrect password on android and windows ...please help,10.140.4,
Evernote,Shilpa K K,2025-06-11 09:56:47,1,ceb42746-ca95-43d2-8d7f-3c41d764037a,"I had been using this app since 2013. It used to be the best, now it has become unusable. It's extremely slow and pushes annoying pop-ups all the time. The worst part - most of my old notes have vanished.",10.141.1,
Evernote,Vandana Agarwal,2025-06-11 07:32:18,1,6b075396-9e93-422b-ab11-b5cc4614a411,Kindly please allow me to access the app without paying for it.,10.140.4,
Evernote,Chirag Virani,2025-06-11 05:19:53,5,44a0fcd2-78f5-490e-b3ab-24f9433d06fc,"today i update app and it automatically logout , now i forget my id n password both so now how can i recover my evernote pls help me",,
Evernote,Faris Sweiss,2025-06-11 02:57:07,1,abfff8b6-130f-4507-a429-0e956d7f7b12,I love this app and I've been a paying user since 2014. But I just found out that the annual subscription for the most basic paid level went from $50 a year to $130 a year. Of course this was charged under the radar because I'm signed up for an annual subscription. The free level is so limited it's nearly unusable. This was really sad for me because I did so much work with this app.,10.140.4,
